label,text_raw,text_lower,text_contacts_masked,text_numbers,text_stripped,text_whitespace,text_stopwords_removed
spam,sms auction you have won a nokia <NUM>i this is what you get when you win our free auction to take part send nokia to <NUM> now hg suite<NUM> <NUM>lands row w<NUM>jhl <NUM>,sms auction you have won a nokia <num>i this is what you get when you win our free auction to take part send nokia to <num> now hg suite<num> <num>lands row w<num>jhl <num>,sms auction you have won a nokia <num>i this is what you get when you win our free auction to take part send nokia to <num> now hg suite<num> <num>lands row w<num>jhl <num>,sms auction you have won a nokia <num>i this is what you get when you win our free auction to take part send nokia to <num> now hg suite<num> <num>lands row w<num>jhl <num>,sms auction you have won a nokia numi this is what you get when you win our free auction to take part send nokia to num now hg suitenum numlands row wnumjhl num,sms auction you have won a nokia numi this is what you get when you win our free auction to take part send nokia to num now hg suitenum numlands row wnumjhl num,sms auction have won nokia numi this what get when win our free auction take part send nokia num now hg suitenum numlands row wnumjhl num
ham,k want us to come by now,k want us to come by now,k want us to come by now,k want us to come by now,k want us to come by now,k want us to come by now,k want us come by now
ham,how its a little difficult but its a simple way to enter this place,how its a little difficult but its a simple way to enter this place,how its a little difficult but its a simple way to enter this place,how its a little difficult but its a simple way to enter this place,how its a little difficult but its a simple way to enter this place,how its a little difficult but its a simple way to enter this place,how its little difficult its simple way enter this place
ham,ha both of us doing e same thing but i got tv <NUM> watch u can thk of where <NUM> go tonight or u already haf smth in mind,ha both of us doing e same thing but i got tv <num> watch u can thk of where <num> go tonight or u already haf smth in mind,ha both of us doing e same thing but i got tv <num> watch u can thk of where <num> go tonight or u already haf smth in mind,ha both of us doing e same thing but i got tv <num> watch u can thk of where <num> go tonight or u already haf smth in mind,ha both of us doing e same thing but i got tv num watch u can thk of where num go tonight or u already haf smth in mind,ha both of us doing e same thing but i got tv num watch u can thk of where num go tonight or u already haf smth in mind,ha both us doing e same thing got tv num watch u can thk where num go tonight u already haf smth mind
ham,dont show yourself how far put new pictures up on facebook,dont show yourself how far put new pictures up on facebook,dont show yourself how far put new pictures up on facebook,dont show yourself how far put new pictures up on facebook,dont show yourself how far put new pictures up on facebook,dont show yourself how far put new pictures up on facebook,dont show yourself how far put new pictures up facebook
ham,watching tv now i got new job,watching tv now i got new job,watching tv now i got new job,watching tv now i got new job,watching tv now i got new job,watching tv now i got new job,watching tv now got new job
ham,good afternoon sexy buns how goes the job search i wake and you are my first thought as always my love i wish your fine and happy and know i adore you,good afternoon sexy buns how goes the job search i wake and you are my first thought as always my love i wish your fine and happy and know i adore you,good afternoon sexy buns how goes the job search i wake and you are my first thought as always my love i wish your fine and happy and know i adore you,good afternoon sexy buns how goes the job search i wake and you are my first thought as always my love i wish your fine and happy and know i adore you,good afternoon sexy buns how goes the job search i wake and you are my first thought as always my love i wish your fine and happy and know i adore you,good afternoon sexy buns how goes the job search i wake and you are my first thought as always my love i wish your fine and happy and know i adore you,good afternoon sexy buns how goes job search wake my first thought as always my love wish your fine happy know adore
ham,i m not coming over do whatever you want,i m not coming over do whatever you want,i m not coming over do whatever you want,i m not coming over do whatever you want,i m not coming over do whatever you want,i m not coming over do whatever you want,m not coming over do whatever want
ham,its ok chikku and its my <NUM> of favourite song,its ok chikku and its my <num> of favourite song,its ok chikku and its my <num> of favourite song,its ok chikku and its my <num> of favourite song,its ok chikku and its my num of favourite song,its ok chikku and its my num of favourite song,its ok chikku its my num favourite song
ham,did u see what i posted on your facebook,did u see what i posted on your facebook,did u see what i posted on your facebook,did u see what i posted on your facebook,did u see what i posted on your facebook,did u see what i posted on your facebook,did u see what posted your facebook
spam,call freephone <PHONE> now,call freephone <phone> now,call freephone <phone> now,call freephone <phone> now,call freephone phone now,call freephone phone now,call freephone phone now
spam,buy space invaders <NUM> a chance <NUM> win orig arcade game console press <NUM> for games arcade std wap charge see o<NUM> co uk games <NUM> terms settings no purchase,buy space invaders <num> a chance <num> win orig arcade game console press <num> for games arcade std wap charge see o<num> co uk games <num> terms settings no purchase,buy space invaders <num> a chance <num> win orig arcade game console press <num> for games arcade std wap charge see o<num> co uk games <num> terms settings no purchase,buy space invaders <num> a chance <num> win orig arcade game console press <num> for games arcade std wap charge see o<num> co uk games <num> terms settings no purchase,buy space invaders num a chance num win orig arcade game console press num for games arcade std wap charge see onum co uk games num terms settings no purchase,buy space invaders num a chance num win orig arcade game console press num for games arcade std wap charge see onum co uk games num terms settings no purchase,buy space invaders num chance num win orig arcade game console press num games arcade std wap charge see onum co uk games num terms settings no purchase
